Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Load Cell 0 (raw),Load Cell 1 (raw),Load Cell 2 (raw),Load Cell 3 (raw),Load Cell 4 (raw),Load Cell 5 (raw),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
24.782847000000043,1546.770633333333,,-0.509901749042054,1.930673963980213,23.84260315345916,9.116988958022818,3144,217.36992983141417,167.88610178412034,77.23211738707282,0.01150326431629539,0.008884071344730186,-0.08696783781051635,-0.05327559113502502,0.010910969972610474,-0.03143407702445984,0.0305137038230896,-0.022426557540893555,5.66083589435141,0.1,0,0,0,0,0,0,0,,
25.344090250000026,1565.432416666666,,-0.5429697689322337,2.0681028005998146,23.802567341214573,10.037193851648905,3251,238.90776746540237,184.90304230031415,77.39869363633485,0.011186507936546564,0.008658296437079934,-0.08376105427742005,-0.05441373586654663,0.01247064471244812,-0.03236348032951355,0.03318679928779602,-0.02399744391441345,6.338503282080332,0.05,0,0,0,0,0,0,0,,
25.90975750000005,1584.2990333333328,,-0.5765465262600445,2.2055671067935014,23.760102438306376,11.013867655725695,3357,261.6871822373004,202.73561207387166,77.46839990816983,0.010881297711196555,0.008429421346403084,-0.08177591562271118,-0.056022357940673825,0.014733988046646117,-0.03428739905357361,0.03659949898719787,-0.02489895820617676,7.066631508031444,0.25,0,0,0,0,0,0,0,,
26.47010525000004,1602.9801249999996,,-0.6061831447043337,2.3489614263542515,23.718698284205782,11.960084961285153,3465,283.6746359968536,219.98800606170443,77.55005963414146,0.010679048394216309,0.00828162968532765,-0.07817308902740479,-0.05745734572410584,0.017250454425811766,-0.03500688076019287,0.037848418951034545,-0.026155459880828857,7.82657471888678,0.1,0,0,0,0,0,0,0,,
27.02390175000005,1621.4324916666658,,-0.634506456253302,2.4697411218544714,23.674314790108347,12.980126568098077,3568,307.2901069481174,237.13119263434547,77.1759886157554,0.010416744661296625,0.00803940318023757,-0.07408252358436584,-0.058532708883285524,0.018436622619628907,-0.03615803718566894,0.03970483541488647,-0.02754259705543518,8.613910913515555,0.2,0,0,0,0,0,0,0,,
27.583841750000044,1640.1122916666657,,-0.6702970052951369,2.6322026510561853,23.625029286646033,14.1335778908924,3668,333.90197410481903,257.4879340230997,77.11344138112892,0.01022421374179221,0.00788419653514739,-0.0732583999633789,-0.05949288606643677,0.0199867844581604,-0.03797955513000488,0.046043026447296145,-0.02909817099571228,9.46886573020889,0.05,0,0,0,0,0,0,0,,
28.146204000000058,1658.8432166666657,,-0.7067566537060821,2.771622683754443,23.575133114694655,15.275083958547029,3762,360.1069643660187,278.43475266259713,77.3186053646104,0.00995629539472498,0.007698011432278816,-0.07164462804794311,-0.061682164669036865,0.023399561643600464,-0.03943487405776978,0.04818466901779175,-0.03009905815124512,10.371295596231937,0.15,0,0,0,0,0,0,0,,
28.713001500000036,1677.7340083333324,,-0.7413685717250658,2.9153173148310514,23.52261116772026,16.495358010925266,3860,388.00808071806114,299.7194270101039,77.24925378604665,0.00972773577914431,0.007514664613383024,-0.06766251921653747,-0.062315070629119874,0.023914003372192384,-0.04096711277961731,0.05181852579116821,-0.03173164129257202,11.32871158589752,0.05,0,0,0,0,0,0,0,,
29.26475750000006,1696.1426166666654,,-0.7748781447660307,3.0590428309504785,23.469219967542973,17.737920817460786,3957,416.29022088182165,321.10410588020613,77.1342201755921,0.00952814704535597,0.007349447992418309,-0.0667680025100708,-0.06362171769142151,0.02552170753479004,-0.04233335852622986,0.05634351372718811,-0.03322060108184814,12.31110220820033,0.05,0,0,0,0,0,0,0,,
29.81876900000004,1714.6101416666666,,-0.7985773230756308,3.136478877234428,23.421807050001558,18.796756685863606,4060,440.250179130569,339.5009094414483,77.11748265731826,0.009239149935240271,0.007125045453436102,-0.06553905010223389,-0.06514224410057068,0.029139667749404907,-0.043000024557113645,0.055182427167892456,-0.033358711004257205,13.315897507832792,0.2,0,0,0,0,0,0,0,,
30.380808750000046,1733.3350583333327,,-0.8332705823980158,3.3024956018636886,23.35970638538509,20.29677874045578,4141,474.1135355209435,361.3384570912253,76.22209723330636,0.00913953487592418,0.006966334549947231,-0.0647064745426178,-0.06724658012390136,0.035966187715530396,-0.04488509297370911,0.059895139932632444,-0.035212188959121704,14.384877980155949,0.2,0,0,0,0,0,0,0,,
30.945597250000056,1752.1497916666667,,-0.8791597322886888,3.5220265570148173,23.285293243274655,22.118170686127403,4211,515.018754612547,387.662495237695,75.27895123539619,0.009085759978115945,0.006839755174687059,-0.060339725017547606,-0.06963504552841186,0.04221827983856201,-0.04668594598770141,0.0592226505279541,-0.03564262390136719,15.585987960120699,0.05,0,0,0,0,0,0,0,,
31.51259925000004,1771.0502416666654,,-0.9001938703939631,3.697505622941378,23.209116609547102,24.001823156261842,4268,557.04583977778,402.3340325818401,72.25709326475736,0.009189635644083895,0.0066392767727700116,-0.06157987117767334,-0.07028744220733643,0.04402115345001221,-0.051788389682769775,0.06843347549438476,-0.03161253929138184,16.891629088161203,0.1,0,0,0,0,0,0,0,,
